,Classe,Chapeau,Surface Chapeau,Couleur Chapeau,bruises,Odeur,Lamelles,Espacement des lamelles,Taille des lamelles,Couleur des lamelles,Tige,Surface au dessus de anneau,Surface sous anneau,Couleur sur anneau,Couleur sous anneau,Couleur du voile,Nombre anneaux,Type anneau,Coleur des spores,Population,Habitat
7269,Toxique,Ovoide,Lisse,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7270,Comestible,Ovoide,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7271,Comestible,Ovoide,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7272,Toxique,Ovoide,Ecailleux,Rouge,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7273,Comestible,Ovoide,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7274,Toxique,Ovoide,Lisse,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7275,Toxique,Ovoide,Ecailleux,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7276,Comestible,Ovoide,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Blanc,Large,Soyeux,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7277,Toxique,Ovoide,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7278,Comestible,Cloche,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Blanc,Large,Soyeux,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7279,Toxique,Ovoide,Lisse,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7280,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Blanc,Large,Lisse,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7281,Comestible,Cloche,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Marron,Large,Lisse,Lisse,Orange,Orange,Orange,1,Pendentif,Marron,Plusieurs,Feuilles
7282,Toxique,Ovoide,Lisse,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7283,Toxique,Ovoide,Ecailleux,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7284,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7285,Toxique,Convexe,Ecailleux,Rouge,False,Moisi,Attaché,Proche,Large,Jaune,Large,Soyeux,Ecailleux,Cannelle,Cannelle,Blanc,0,Toile,Blanc,Groupé,Bois
7286,Toxique,Ovoide,Lisse,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7287,Toxique,Ovoide,Lisse,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7288,Toxique,Ovoide,Ecailleux,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7289,Toxique,Ovoide,Lisse,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7290,Comestible,Ovoide,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Orange,Large,Lisse,Lisse,Orange,Orange,Marron,1,Pendentif,Buff,Groupé,Feuilles
7291,Toxique,Ovoide,Ecailleux,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7292,Comestible,Plat,Ecailleux,Marron,False,Aucune,Libre,Proche,Large,Blanc,Large,Ecailleux,Ecailleux,Marron,Marron,Blanc,2,Pendentif,Blanc,Solitaire,Bois
7293,Comestible,Ovoide,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7294,Toxique,Plat,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7295,Toxique,Ovoide,Ecailleux,Jaune,False,Aucune,Libre,Eloigné,Etroit,Jaune,Large,Ecailleux,Ecailleux,Jaune,Jaune,Jaune,1,Evanescent,Blanc,Groupé,Feuilles
7296,Toxique,Ovoide,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7297,Toxique,Ovoide,Lisse,Rouge,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7298,Toxique,Ovoide,Ecailleux,Rouge,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7299,Comestible,Cloche,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Orange,Large,Lisse,Lisse,Orange,Orange,Marron,1,Pendentif,Marron,Groupé,Feuilles
7300,Comestible,Convexe,Lisse,Gris,True,Aucune,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Solitaire,Chemins
7301,Comestible,Ovoide,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Soyeux,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7302,Toxique,Plat,Ecailleux,Rouge,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7303,Toxique,Ovoide,Lisse,Rouge,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7304,Toxique,Ovoide,Ecailleux,Rouge,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7305,Comestible,Cloche,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Blanc,Large,Soyeux,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7306,Comestible,Plat,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Marron,Large,Lisse,Lisse,Orange,Orange,Orange,1,Pendentif,Orange,Groupé,Feuilles
7307,Toxique,Ovoide,Lisse,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7308,Toxique,Ovoide,Lisse,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7309,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Gris,Large,Soyeux,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7310,Toxique,Ovoide,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7311,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7312,Toxique,Ovoide,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7313,Toxique,Ovoide,Ecailleux,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7314,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Soyeux,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7315,Comestible,Convexe,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7316,Toxique,Ovoide,Ecailleux,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7317,Toxique,Ovoide,Lisse,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7318,Toxique,Ovoide,Lisse,Rouge,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7319,Comestible,Cloche,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Large,Soyeux,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7320,Toxique,Plat,Lisse,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7321,Toxique,Ovoide,Lisse,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7322,Toxique,Ovoide,Lisse,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7323,Toxique,Convexe,Ecailleux,Marron,False,Moisi,Libre,Proche,Large,Jaune,Large,Soyeux,Ecailleux,Cannelle,Cannelle,Blanc,0,Toile,Blanc,Groupé,Bois
7324,Toxique,Ovoide,Ecailleux,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7325,Comestible,Plat,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Orange,Large,Lisse,Lisse,Orange,Orange,Marron,1,Pendentif,Jaune,Groupé,Feuilles
7326,Toxique,Convexe,Ecailleux,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7327,Comestible,Plat,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Jaune,Large,Lisse,Lisse,Orange,Orange,Marron,1,Pendentif,Jaune,Plusieurs,Feuilles
7328,Comestible,Cloche,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7329,Comestible,Cloche,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7330,Toxique,Ovoide,Ecailleux,Rouge,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7331,Toxique,Ovoide,Lisse,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7332,Toxique,Ovoide,Lisse,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7333,Toxique,Ovoide,Lisse,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7334,Comestible,Cloche,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7335,Comestible,Ovoide,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7336,Toxique,Plat,Ecailleux,Rouge,False,Moisi,Libre,Proche,Large,Blanc,Large,Soyeux,Ecailleux,Cannelle,Cannelle,Blanc,0,Toile,Blanc,Groupé,Bois
7337,Toxique,Ovoide,Ecailleux,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7338,Toxique,Ovoide,Ecailleux,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7339,Toxique,Plat,Lisse,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7340,Toxique,Convexe,Lisse,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7341,Toxique,Ovoide,Ecailleux,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7342,Toxique,Ovoide,Ecailleux,Canelle,False,Moisi,Libre,Proche,Large,Jaune,Large,Soyeux,Ecailleux,Cannelle,Cannelle,Blanc,0,Toile,Blanc,Groupé,Bois
7343,Toxique,Ovoide,Ecailleux,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7344,Comestible,Ovoide,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7345,Toxique,Plat,Ecailleux,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7346,Comestible,Cloche,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7347,Toxique,Plat,Lisse,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7348,Toxique,Ovoide,Lisse,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7349,Comestible,Ovoide,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Soyeux,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7350,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7351,Toxique,Ovoide,Lisse,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7352,Comestible,Ovoide,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Marron,Large,Lisse,Lisse,Orange,Orange,Marron,1,Pendentif,Jaune,Groupé,Feuilles
7353,Comestible,Plat,Ecailleux,rose,True,Aucune,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Solitaire,Chemins
7354,Comestible,Cloche,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7355,Toxique,Plat,Ecailleux,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7356,Toxique,Plat,Lisse,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7357,Toxique,Ovoide,Lisse,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7358,Comestible,Ovoide,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7359,Comestible,Convexe,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Rose,Large,Soyeux,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7360,Comestible,Convexe,Lisse,Canelle,True,Aucune,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Solitaire,Chemins
7361,Comestible,Ovoide,Fibreux,Gris,False,Aucune,Libre,Eloigné,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7362,Toxique,Ovoide,Lisse,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7363,Toxique,Ovoide,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7364,Toxique,Ovoide,Lisse,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7365,Toxique,Convexe,Ecailleux,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7366,Comestible,Ovoide,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Orange,Large,Lisse,Lisse,Orange,Orange,Orange,1,Pendentif,Orange,Groupé,Feuilles
7367,Toxique,Plat,Ecailleux,Jaune,False,Aucune,Libre,Eloigné,Etroit,Blanc,Large,Ecailleux,Ecailleux,Jaune,Jaune,Jaune,1,Evanescent,Blanc,Groupé,Feuilles
7368,Toxique,Convexe,Ecailleux,Canelle,False,Moisi,Attaché,Proche,Large,Blanc,Large,Soyeux,Ecailleux,Cannelle,Cannelle,Blanc,0,Toile,Blanc,Groupé,Bois
7369,Toxique,Convexe,Lisse,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7370,Comestible,Convexe,Ecailleux,rose,True,Aucune,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Plusieurs,Chemins
7371,Toxique,Ovoide,Ecailleux,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7372,Comestible,Ovoide,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7373,Comestible,Cloche,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Lisse,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7374,Toxique,Ovoide,Lisse,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7375,Comestible,Convexe,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Orange,Large,Lisse,Lisse,Orange,Orange,Marron,1,Pendentif,Buff,Plusieurs,Feuilles
7376,Comestible,Cloche,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Orange,Large,Lisse,Lisse,Orange,Orange,Marron,1,Pendentif,Buff,Plusieurs,Feuilles
7377,Comestible,Plat,Lisse,Marron,True,Aucune,Libre,Proche,Large,Blanc,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Solitaire,Chemins
7378,Comestible,Ovoide,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7379,Toxique,Plat,Lisse,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7380,Toxique,Ovoide,Lisse,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7381,Toxique,Plat,Ecailleux,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7382,Toxique,Ovoide,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7383,Toxique,Ovoide,Lisse,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7384,Toxique,Ovoide,Lisse,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Lisse,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7385,Comestible,Cloche,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Blanc,Large,Soyeux,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Nombreuse,Herbes
7386,Toxique,Ovoide,Ecailleux,Marron,False,Moisi,Libre,Proche,Large,Jaune,Large,Soyeux,Ecailleux,Cannelle,Cannelle,Blanc,0,Toile,Blanc,Groupé,Bois
7387,Toxique,Ovoide,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7388,Comestible,Ovoide,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Orange,Large,Lisse,Lisse,Orange,Orange,Orange,1,Pendentif,Jaune,Plusieurs,Feuilles
7389,Toxique,Ovoide,Lisse,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7390,Comestible,Cloche,Lisse,Blanc,False,Aucune,Libre,Eloigné,Large,Blanc,Large,Soyeux,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7391,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Soyeux,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7392,Toxique,Ovoide,Lisse,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7393,Toxique,Ovoide,Ecailleux,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7394,Toxique,Ovoide,Lisse,Marron,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Bois
7395,Toxique,Ovoide,Ecailleux,Rouge,False,Fétide,Libre,Proche,Etroit,Buff,Fine,Lisse,Lisse,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7396,Toxique,Ovoide,Lisse,Rouge,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7397,Toxique,Ovoide,Ecailleux,Marron,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Blanc,Blanc,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7398,Comestible,Cloche,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Rose,Large,Soyeux,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7399,Toxique,Ovoide,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7400,Comestible,Cloche,Fibreux,Blanc,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Soyeux,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7401,Toxique,,Ecailleux,Jaune,False,Aucune,Libre,Eloigné,Etroit,Jaune,Large,Ecailleux,Ecailleux,Jaune,Jaune,Jaune,1,Evanescent,Blanc,Groupé,Feuilles
7402,Toxique,Convexe,Lisse,Marron,False,Epicé,Libre,Proche,Etroit,Buff,Fine,Lisse,Soyeux,Blanc,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Chemins
7403,Toxique,Ovoide,Ecailleux,Rouge,False,Poisson,Libre,Proche,Etroit,Buff,Fine,Soyeux,Soyeux,Rose,Rose,Blanc,1,Evanescent,Blanc,Plusieurs,Feuilles
7404,Comestible,Convexe,Lisse,Gris,False,Aucune,Libre,Eloigné,Large,Gris,Large,Lisse,Lisse,Blanc,Blanc,Blanc,2,Pendentif,Blanc,Dispersé,Herbes
7405,Comestible,Cloche,Lisse,Marron,False,Aucune,Attaché,Proche,Large,Marron,Large,Lisse,Lisse,Orange,Orange,Marron,1,Pendentif,Jaune,Plusieurs,Feuilles
